,participant_country,participant_country_id,participant_maddison_code,participant_region,participant_deaths,conflict_name,conflict_start_year,conflict_end_year,COW_id,UCDP_id,state_conflict_type,year,year_deaths_share,year_deaths
1915,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,1996,6.617695718350871e-05,2.0
1916,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,1996,0.0009149130832570906,5.0
1917,Bangladesh,771.0,BGD,Asia,140.0,Government of Bangladesh vs. JSS/SB,1989,1997,,322,Internal,1996,0.03571428571428571,5.0
1918,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,1994,1998,,287,Internal,1996,0.0601495242410512,531.0
1919,Cambodia,811.0,KHM,Asia,4323.0,"Government of Cambodia (Kampuchea) vs. FUNCINPEC, KPNLF, KR",1989,1998,,300,Internationalised internal,1996,0.18228082350219754,788.0
1920,Cameroon,471.0,CMR,Africa,14.0,Government of Cameroon vs. Government of Nigeria,1994,2005,,405,Interstate,1996,0.21428571428571427,3.0
1921,Nigeria,475.0,NGA,Africa,56.0,Government of Cameroon vs. Government of Nigeria,1994,2005,,405,Interstate,1996,0.9464285714285714,53.0
1922,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,1996,0.060699954284553256,1195.0
1923,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,1996,1997,,283,Internationalised internal,1996,0.06874373978596658,1304.0
1924,Egypt,651.0,EGY,Africa,933.0,Government of Egypt vs. al-Gama'a al-Islamiyya,1992,2000,,391,Internal,1996,0.09110396570203644,85.0
1925,Eritrea,531.0,ERI,Africa,148.0,Government of Eritrea vs. EIJM - AS,1993,2003,,326,Internal,1996,0.0945945945945946,14.0
1926,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1993,1999,,329,Internal,1996,0.03765387400434468,52.0
1927,Somalia,520.0,SOM,Africa,167.0,Government of Ethiopia vs. AIAI,1993,1999,,329,Internal,1996,0.9520958083832335,159.0
1928,Ethiopia,530.0,ETH,Africa,25.0,Government of Ethiopia vs. ARDUF,1996,1996,,363,Internal,1996,1.0,25.0
1929,Guatemala,90.0,GTM,Americas,439.0,Government of Guatemala vs. URNG,1989,1996,,233,Internal,1996,0.029612756264236904,13.0
1930,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,1996,0.029940119760479042,25.0
1931,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2008,,335,Internal,1996,0.04833333333333333,29.0
1932,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1996,0.024271844660194174,25.0
1933,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1996,0.0,0.0
1934,India,750.0,IND,Asia,96.0,Government of India vs. KNF,1993,2015,,438,Internal,1996,0.020833333333333332,2.0
1935,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,1996,0.02767245769905495,489.0
1936,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,1996,0.0814663951120163,40.0
1937,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,1989,2004,,227,Internal,1996,0.029498525073746312,180.0
1938,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,1996,0.04085106382978723,48.0
1939,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,1996,0.028688524590163935,28.0
1940,Indonesia,850.0,IDN,Asia,201.0,Government of Indonesia vs. Fretilin,1992,1999,,330,Internal,1996,0.0845771144278607,17.0
1941,Iran,630.0,IRN,Middle East,239.0,Government of Iran vs. KDPI,1990,2017,,205,Internal,1996,0.11297071129707113,27.0
1942,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,1991,2001,,338,Internal,1996,0.0,0.0
1943,Iraq,645.0,IRQ,Middle East,2036.0,"Government of Iraq vs. KDP, PUK",1989,1996,,271,Internal,1996,0.17485265225933203,356.0
1944,Iraq,645.0,IRQ,Middle East,63030.0,Government of Iraq vs. SCIRI,1991,2004,,259,Internal,1996,0.0006663493574488339,42.0
1945,Israel,666.0,ISR,Middle East,362.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1996,0.07458563535911603,27.0
1946,Lebanon,660.0,LBN,Middle East,1232.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1996,0.05519480519480519,68.0
1947,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,1996,0.011497923985946982,72.0
1948,Mexico,70.0,MEX,Americas,208.0,Government of Mexico vs. EZLN,1994,1996,,400,Internal,1996,0.20673076923076922,43.0
1949,Myanmar (Burma),775.0,MMR,Asia,721.0,Government of Myanmar (Burma) vs. KNPP,1989,2017,,253,Internal,1996,0.17198335644937587,124.0
1950,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1993,1996,,264,Internal,1996,0.01376597836774828,28.0
1951,Myanmar (Burma),775.0,MMR,Asia,214.0,Government of Myanmar (Burma) vs. NMSP,1996,1996,,224,Internal,1996,0.37383177570093457,80.0
1952,Nepal,790.0,NPL,Asia,9925.0,Government of Nepal vs. CPN-M,1996,2009,,269,Internal,1996,0.004433249370277078,44.0
1953,Niger,436.0,NER,Africa,52.0,Government of Niger vs. FDR,1995,1997,,406,Internal,1996,0.21153846153846154,11.0
1954,Niger,436.0,NER,Africa,268.0,Government of Niger vs. FLAA,1996,1997,,430,Internal,1996,0.011194029850746268,3.0
1955,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,1990,2015,,404,Internal,1996,0.001466429244788939,42.0
1956,Papua New Guinea,910.0,PNG,Asia,299.0,Government of Papua New Guinea vs. BRA,1989,1997,,369,Internal,1996,0.2608695652173913,78.0
1957,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,1996,0.014142604596346494,96.0
1958,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,1996,0.0007537688442211055,6.0
1959,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1989,2009,,308,Internal,1996,0.023127890986373297,185.0
1960,Russia,365.0,RUS,Europe,18182.0,Government of Russia (Soviet Union) vs. Chechen Republic of Ichkeria,1994,2007,,401,Internal,1996,0.14965350346496534,2721.0
1961,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,1996,2000,,374,Internationalised internal,1996,0.016611295681063124,90.0
1962,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,1996,0.0020107238605898124,3.0
1963,Serbia (Yugoslavia),342.0,SRB,Europe,2648.0,Government of Serbia (Yugoslavia) vs. UCK,1996,1999,,412,Internal,1996,0.0007552870090634441,2.0
1964,Sierra Leone,451.0,SLE,Africa,11473.0,Government of Sierra Leone vs. RUF,1991,2001,,382,Internationalised internal,1996,0.04968186176239867,570.0
1965,Somalia,520.0,SOM,Africa,32049.0,"Government of Somalia vs. SNM, SPM",1991,1996,,337,Internal,1996,0.007987768729133515,256.0
1966,Spain,230.0,ESP,Europe,211.0,Government of Spain vs. ETA,1989,2011,,342,Internal,1996,0.018957345971563982,4.0
1967,Sri Lanka,780.0,LKA,Asia,60816.0,"Government of Sri Lanka vs. EPRLF, LTTE",1989,2009,,352,Internal,1996,0.06360168376742963,3868.0
1968,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,1989,2004,,309,Internal,1996,0.046647646219686166,2289.0
1969,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",1992,1998,,395,Internal,1996,0.3037891986062718,2790.0
1970,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,1996,0.12225834046193328,3573.0
1971,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,1996,0.08695240798561832,919.0
1972,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,1996,0.11091973820186014,322.0
1973,United Kingdom,200.0,GBR,Europe,183.0,Government of United Kingdom vs. PIRA,1989,1997,,315,Internal,1996,0.01092896174863388,2.0
1974,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1996,2001,,333,Internationalised internal,1997,0.03589568028375322,6396.0
1975,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1992,1999,,386,Internal,1997,0.0742838989781331,1403.0
1976,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1991,2005,,387,Internal,1997,0.09940357852882704,50.0
1977,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,1997,0.0,0.0
1978,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,1997,0.005306495882891125,29.0
1979,Bangladesh,771.0,BGD,Asia,140.0,Government of Bangladesh vs. JSS/SB,1989,1997,,322,Internal,1997,0.02857142857142857,4.0
1980,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,1990,1997,,287,Internal,1997,0.07238332578160399,639.0
1981,Cambodia,811.0,KHM,Asia,4323.0,"Government of Cambodia (Kampuchea) vs. FUNCINPEC, KPNLF, KR",1989,1998,,300,Internationalised internal,1997,0.09877399953735831,427.0
1982,Cambodia,811.0,KHM,Asia,22.0,Government of Cambodia (Kampuchea) vs. Government of Thailand,1995,2011,,294,Interstate,1997,0.0,0.0
1983,Thailand,800.0,THA,Asia,30.0,Government of Cambodia (Kampuchea) vs. Government of Thailand,1995,2011,,294,Interstate,1997,0.0,0.0
1984,Chad,483.0,TCD,Africa,6856.0,"Government of Chad vs. Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",1991,1997,,288,Internal,1997,0.014148191365227538,97.0
1985,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,1997,0.0284959618022045,561.0
1986,Comoros,581.0,COM,Africa,56.0,Government of Comoros vs. MPA/Republic of Anjouan,1997,1997,,407,Internal,1997,1.0,56.0
1987,Congo,484.0,COG,Africa,14303.0,Government of Congo vs. Ninjas,1994,1997,,408,Internal,1997,0.7014612319093897,10033.0
1988,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,1996,1997,,283,Internationalised internal,1997,0.23496230692181982,4457.0
1989,Djibouti,522.0,DJI,Africa,312.0,Government of Djibouti vs. FRUD,1997,1999,,379,Internal,1997,0.035256410256410256,11.0
1990,Egypt,651.0,EGY,Africa,933.0,Government of Egypt vs. al-Gama'a al-Islamiyya,1992,2000,,391,Internal,1997,0.0707395498392283,66.0
1991,Eritrea,531.0,ERI,Africa,148.0,Government of Eritrea vs. EIJM - AS,1993,2003,,326,Internal,1997,0.20945945945945946,31.0
1992,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,1997,0.0027829313543599257,6.0
1993,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,1997,0.0407185628742515,34.0
1994,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2008,,335,Internal,1997,0.12,72.0
1995,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1997,0.0048543689320388345,5.0
1996,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1997,0.06337135614702155,50.0
1997,India,750.0,IND,Asia,96.0,Government of India vs. KNF,1993,2015,,438,Internal,1997,0.65625,63.0
1998,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,1997,0.030162412993039442,533.0
1999,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,1997,0.07535641547861507,37.0
2000,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,1989,2004,,227,Internal,1997,0.01376597836774828,84.0
2001,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,1997,0.09531914893617022,112.0
2002,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1993,2014,,347,Internal,1997,0.014344262295081968,14.0
2003,Indonesia,850.0,IDN,Asia,201.0,Government of Indonesia vs. Fretilin,1992,1999,,330,Internal,1997,0.2537313432835821,51.0
2004,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,1991,2001,,338,Internal,1997,0.031879194630872486,38.0
2005,Israel,666.0,ISR,Middle East,362.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1997,0.09116022099447514,33.0
2006,Lebanon,660.0,LBN,Middle East,1232.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1997,0.03977272727272727,49.0
2007,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2006,,234,Internal,1997,0.00015969338869370808,1.0
2008,Lebanon,660.0,LBN,Middle East,80.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2006,,234,Internal,1997,0.0125,1.0
2009,Mexico,70.0,MEX,Americas,208.0,Government of Mexico vs. EZLN,1996,1998,,400,Internal,1997,0.04807692307692308,10.0
2010,Myanmar (Burma),775.0,MMR,Asia,721.0,Government of Myanmar (Burma) vs. KNPP,1989,2017,,253,Internal,1997,0.009708737864077669,7.0
2011,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,1997,0.00901098901098901,41.0
2012,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,1997,0.07472959685349066,152.0
2013,Myanmar (Burma),775.0,MMR,Asia,155.0,Government of Myanmar (Burma) vs. UWSA,1997,2015,,422,Internal,1997,0.8387096774193549,130.0
2014,Nepal,790.0,NPL,Asia,9925.0,Government of Nepal vs. CPN-M,1996,2009,,269,Internal,1997,0.004030226700251889,40.0
2015,Niger,436.0,NER,Africa,52.0,Government of Niger vs. FDR,1995,1997,,406,Internal,1997,0.1346153846153846,7.0
2016,Niger,436.0,NER,Africa,268.0,Government of Niger vs. FLAA,1996,1997,,430,Internal,1997,0.23134328358208955,62.0
2017,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,1990,2015,,404,Internal,1997,0.00010474494605635278,3.0
2018,Papua New Guinea,910.0,PNG,Asia,299.0,Government of Papua New Guinea vs. BRA,1989,1997,,369,Internal,1997,0.04013377926421405,12.0
2019,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,1997,0.016205067766647024,110.0
2020,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,1997,0.004020100502512563,32.0
2021,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,1997,0.033754219277409674,270.0
2022,Russia,365.0,RUS,Europe,18182.0,Government of Russia (Soviet Union) vs. Chechen Republic of Ichkeria,1994,2007,,401,Internal,1997,0.0006049939500604994,11.0
2023,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,1996,2000,,374,Internationalised internal,1997,0.11738648947951273,636.0
2024,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,1997,0.21380697050938338,319.0
2025,Serbia (Yugoslavia),342.0,SRB,Europe,2648.0,Government of Serbia (Yugoslavia) vs. UCK,1996,1999,,412,Internal,1997,0.0026435045317220545,7.0
2026,Sierra Leone,451.0,SLE,Africa,11473.0,Government of Sierra Leone vs. RUF,1991,2001,,382,Internationalised internal,1997,0.06519654841802493,748.0
2027,Spain,230.0,ESP,Europe,211.0,Government of Spain vs. ETA,1989,2011,,342,Internal,1997,0.05687203791469194,12.0
2028,Sri Lanka,780.0,LKA,Asia,60816.0,"Government of Sri Lanka vs. EPRLF, LTTE",1989,2009,,352,Internal,1997,0.0473559589581689,2880.0
2029,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,1989,2004,,309,Internal,1997,0.07558589769716731,3709.0
2030,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",1992,1998,,395,Internal,1997,0.01056184668989547,97.0
2031,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,1997,0.14313088109495295,4183.0
2032,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,1997,0.052512063582174286,555.0
2033,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,1997,0.11470892180502928,333.0
2034,United Kingdom,200.0,GBR,Europe,183.0,Government of United Kingdom vs. PIRA,1989,1997,,315,Internal,1997,0.01639344262295082,3.0
2035,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1996,2001,,333,Internationalised internal,1998,0.03510997120937463,6256.0
2036,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1992,2004,,386,Internal,1998,0.16053370042886642,3032.0
2037,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1991,2005,,387,Internal,1998,0.10934393638170974,55.0
2038,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,1998,0.03444510621401628,1041.0
2039,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,1998,0.006221408966148216,34.0
2040,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,1994,1998,,287,Internal,1998,0.07034435885817852,621.0
2041,Cambodia,811.0,KHM,Asia,4323.0,"Government of Cambodia (Kampuchea) vs. FUNCINPEC, KPNLF, KR",1989,1998,,300,Internationalised internal,1998,0.05690492713393477,246.0
2042,Cambodia,811.0,KHM,Asia,22.0,Government of Cambodia (Kampuchea) vs. Government of Thailand,1995,2011,,294,Interstate,1998,0.18181818181818182,4.0
2043,Thailand,800.0,THA,Asia,30.0,Government of Cambodia (Kampuchea) vs. Government of Thailand,1995,2011,,294,Interstate,1998,0.26666666666666666,8.0
2044,Cameroon,471.0,CMR,Africa,14.0,Government of Cameroon vs. Government of Nigeria,1994,2005,,405,Interstate,1998,0.0,0.0
2045,Nigeria,475.0,NGA,Africa,56.0,Government of Cameroon vs. Government of Nigeria,1994,2005,,405,Interstate,1998,0.017857142857142856,1.0
2046,Chad,483.0,TCD,Africa,6856.0,"Government of Chad vs. Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",1994,1998,,288,Internal,1998,0.004959159859976663,34.0
2047,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,1998,0.047747244374460304,940.0
2048,Congo,484.0,COG,Africa,14303.0,Government of Congo vs. Ninjas,1993,1999,,408,Internal,1998,0.22876319653219604,3272.0
2049,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,1998,2001,,283,Internationalised internal,1998,0.17228109019979967,3268.0
2050,DR Congo (Zaire),490.0,COD,Africa,478.0,Government of DR Congo (Zaire) vs. BDK,1998,2017,,429,Internal,1998,0.016736401673640166,8.0
2051,Djibouti,522.0,DJI,Africa,312.0,Government of Djibouti vs. FRUD,1997,1999,,379,Internal,1998,0.05128205128205128,16.0
2052,Egypt,651.0,EGY,Africa,933.0,Government of Egypt vs. al-Gama'a al-Islamiyya,1992,2000,,391,Internal,1998,0.028938906752411574,27.0
2053,Eritrea,531.0,ERI,Africa,14763.0,Government of Eritrea vs. Government of Ethiopia,1998,2016,,409,Interstate,1998,0.05656031971821446,835.0
2054,Ethiopia,530.0,ETH,Africa,83454.0,Government of Eritrea vs. Government of Ethiopia,1998,2016,,409,Interstate,1998,0.0019771371054712774,165.0
2055,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,1998,0.018102824040550327,25.0
2056,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,1998,0.011595547309833023,25.0
2057,Guinea-Bissau,404.0,GNB,Africa,704.0,"Government of Guinea-Bissau vs. Military Junta for the Consolidation of Democracy, Peace and Justice",1998,1999,,410,Internationalised internal,1998,0.7173295454545454,505.0
2058,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,1998,0.037125748502994015,31.0
2059,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2008,,335,Internal,1998,0.035,21.0
2060,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1998,0.024271844660194174,25.0
2061,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1998,0.0,0.0
2062,India,750.0,IND,Asia,96.0,Government of India vs. KNF,1993,2015,,438,Internal,1998,0.03125,3.0
2063,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,1998,0.032595778393978835,576.0
2064,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,1989,2004,,227,Internal,1998,0.01933792199278925,118.0
2065,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,1998,0.04680851063829787,55.0
2066,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,1998,0.031762295081967214,31.0
2067,Indonesia,850.0,IDN,Asia,201.0,Government of Indonesia vs. Fretilin,1992,1999,,330,Internal,1998,0.14925373134328357,30.0
2068,Indonesia,850.0,IDN,Asia,3377.0,Government of Indonesia vs. GAM,1989,2008,,366,Internal,1998,0.0026650873556411016,9.0
2069,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,1991,2001,,338,Internal,1998,0.01174496644295302,14.0
2070,Israel,666.0,ISR,Middle East,362.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1998,0.058011049723756904,21.0
2071,Lebanon,660.0,LBN,Middle East,1232.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1998,0.026785714285714284,33.0
2072,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,1998,0.0007984669434685404,5.0
2073,Lesotho,570.0,LSO,Africa,68.0,Government of Lesotho vs. Military faction (Lesotho),1998,1998,,411,Internationalised internal,1998,1.0,68.0
2074,Mexico,70.0,MEX,Americas,208.0,Government of Mexico vs. EZLN,1996,1998,,400,Internal,1998,0.028846153846153848,6.0
2075,Myanmar (Burma),775.0,MMR,Asia,721.0,Government of Myanmar (Burma) vs. KNPP,1989,2017,,253,Internal,1998,0.0013869625520110957,1.0
2076,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,1998,0.007912087912087912,36.0
2077,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,1998,0.012291052114060964,25.0
2078,Myanmar (Burma),775.0,MMR,Asia,626.0,Government of Myanmar (Burma) vs. RSO,1991,2014,,223,Internal,1998,0.004792332268370607,3.0
2079,Nepal,790.0,NPL,Asia,9925.0,Government of Nepal vs. CPN-M,1996,2009,,269,Internal,1998,0.02518891687657431,250.0
2080,Pakistan,770.0,PAK,Asia,28641.0,Government of Pakistan vs. MQM,1990,2015,,404,Internal,1998,0.00020948989211270555,6.0
2081,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,1998,0.0036829699469652327,25.0
2082,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,1998,0.0007537688442211055,6.0
2083,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,1998,0.011626453306663334,93.0
2084,Russia,365.0,RUS,Europe,18182.0,Government of Russia (Soviet Union) vs. Chechen Republic of Ichkeria,1994,2007,,401,Internal,1998,0.0003849961500384996,7.0
2085,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,1996,2000,,374,Internationalised internal,1998,0.20228866740494647,1096.0
2086,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,1998,0.16219839142091153,242.0
2087,Serbia (Yugoslavia),342.0,SRB,Europe,2648.0,Government of Serbia (Yugoslavia) vs. UCK,1996,1999,,412,Internal,1998,0.4663897280966767,1235.0
2088,Sierra Leone,451.0,SLE,Africa,11473.0,Government of Sierra Leone vs. RUF,1991,2001,,382,Internationalised internal,1998,0.2864987361631657,3287.0
2089,Spain,230.0,ESP,Europe,211.0,Government of Spain vs. ETA,1989,2011,,342,Internal,1998,0.03317535545023697,7.0
2090,Sri Lanka,780.0,LKA,Asia,60816.0,"Government of Sri Lanka vs. EPRLF, LTTE",1989,2009,,352,Internal,1998,0.061858721389108126,3762.0
2091,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,1989,2004,,309,Internal,1998,0.09967393519461994,4891.0
2092,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",1992,1998,,395,Internal,1998,0.06533101045296168,600.0
2093,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,1998,0.06679213002566296,1952.0
2094,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,1998,0.0584728924212319,618.0
2095,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,1998,0.08060626937650706,234.0
2096,United Kingdom,200.0,GBR,Europe,183.0,Government of United Kingdom vs. PIRA,1998,2011,,315,Internal,1998,0.15846994535519127,29.0
2097,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1996,2001,,333,Internationalised internal,1999,0.02597890932356061,4629.0
2098,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1992,1999,,386,Internal,1999,0.0542701328956425,1025.0
